Page_Line;Version;EVAtxt
f83v.P2.11;H;     qol.chey.qo.lched.qolky.qokal.chedy.chedy.daiin.chckhey.cheor.ol.lal-
f83v.P2.12;H;     s!alch!ed.qol.shedy.qolchedy.qolchdy.qol.rchedy.cheol.qokeor.sholdy-
f83v.P2.13;H;     qotaiin.cheol.shey.qokeey.cheol.dal.cheeaiin.olkeedy.qokal.chaloly-
f83v.P2.14;H;     daiin.qokal.sheckhey.qokeey.chal.qokeey.qokaiin.chedy.sar.al-
f83v.P2.15;H;     qotaiin.cheeol.qokaiin.sheol.qokear.cheedy.olcheey.qokal.qokaoy-
f83v.P2.16;H;     s!ol!keedy.qokeedy.qokeedy.saiin.okaiin.chedy.qokeedy.qolkeedy-
f83v.P2.17;H;     qolchedy.qo!lteedy.qokeedy.qokal.okaiin.chear.checkhy.dal.checkhdy-
f83v.P2.18;H;     t!!!octhey.cheor.olol.cheol.tedy.sheckhal.sheeckhy.cheal=
f83v.P2.19;H;     qokeed.qokaiin.sheol!kai!n.sheol.olkeedy.l.shedy-
f83v.P2.20;H;     char.qokar.cheol!kai!n.shckhey.qokal.cheor.ols-
f83v.P2.21;H;     qol.aiiin.chckhedy.sheol.qokaiin.shckhy.l!chey-
f83v.P2.22;H;     ol.cheedy.qokeedy.qokai!n.dal!shal.shldy.lor-
f83v.P2.23;H;     y.shey.otechd.ar.okol.dal.shedy.qokal!y-
f83v.P2.24;H;     sal.chear.shey.qokar.shedy.qokai!n.ollchy-
f83v.P2.25;H;     d!sheol.cheol.shedy.qokaiin.cheeky.lols-
f83v.P2.26;H;     qol.shol.cheedy.qol.oqo.qokai!n.ol.sheam-
f83v.P2.27;H;     ol.cheal.shedy.chey.tal.shedal.dalshdy-
f83v.P2.28;H;     qokaiin.chedy.qokal.otal.chedy.qotals-
f83v.P2.29;H;     oyshey.qol.qokal.chedy.qoty-
f83v.P2.30;H;     qol.olai!n.sheol.qo.qokal.sheol-
f83v.P2.31;H;     shey.opchey.cthey.olohy=
f83v.Y.7;H;       okchdy=
f83v.Y.7;U;       okaiin=
f83v.Y.8;H;       okaiin=
f83v.Y.8;U;       okchdy=
f84r.X.1;H;       !lmyl=
f84r.X.1;U;       oldal=
f84r.X.2;H;       or.shekar=
f84r.X.2;U;       or.shekar=
f84r.X.3;H;       ydy=
f84r.X.3;U;       ydy=
f84r.X.4;H;       okedy=
f84r.X.4;U;       okedy=
f84r.X.5;H;       oloy=
f84r.X.5;U;       loly=
f84r.X.6;H;       doiis=
f84r.X.6;U;       daiis=
f84r.X.7;H;       ol.shy=
f84r.X.7;U;       ol.shy=
f84r.X.8;H;       otedy=
f84r.X.8;U;       otedy=
f84r.X.9;H;       lkol=
f84r.X.9;U;       lkol=
f84r.X.10;H;      okolshy=
f84r.X.10;U;      okolshy=
f84r.X.11;H;      otoly=
f84r.X.11;U;      otoly=
f84r.X.12;H;      dshedy=
f84r.X.12;U;      dshedy=
f84r.P.1;H;       kal.chedy.qokeey.otedy.dytedy.okeedy.olshed.opshed.ykcsedy.qotedy.opoly-
f84r.P.2;H;       tol.or.sheey.chckhdy.schckhy.dal.y!shedy.otedy.qol.or.ol.eedy.qokeey.or!oly-
f84r.P.3;H;       qokeey.dar.shedy.qokedy.qokeedy.qokedy.chedy.okai!n.chey.qokedy.dar.olar.dy-
f84r.P.4;H;       tor.shedy.tedy.!rol.ol.cheol.shedy.shckhy.qokal.olkedy=
f84r.P.5;H;       p!!!chol.cphol.sol.teol.tedy.qotedy.qokeedy.qokeey.ol.keedy.tey.qokedy.qopor.oly-
f84r.P.6;H;       otchy.ol.shedy.qokedy.shedy.okedy.shckhy.chckhy.olchey.schey.dal.chckhy.ral-
f84r.P.7;H;       qokey.s!ol.yqokai!n.qolkeey.qotedy.qokai!n.shedy.sal!chedy=
f84r.P.8;H;       p!!!shol.pchcfhdy.qokeedy.dy.qokedy.daiin.shckhedy.qokaiin.checthy.dar.checthy.am-
f84r.P.9;H;       qokaiin.chol.cheky.okal!y.chey.okal.chedy.tor!y.otshedy.qokey.l!shedy-
f84r.P.10;H;      qotchsdy.ykeedy.qokal.ol.shedy.qokedy.qokeedy.qokeedy.chedy.raiin.chey.otar.dar-
f84r.P.11;H;      dar.sheor.shcthy.qokeor.qotedy.rshedy.qolchey.oteey.qol.shedy.ol.daiin.ol!or-
f84r.P.12;H;      p!!!ol.tar.shedy.qokedy.okal.shey.qokar.chckhy.otchey.qokchedy.!c!hey.qokaiin-
f84r.P.13;H;      p!!!chedy.qotchedy.otaiiin.chcthy.shedy.otedy.qoty.qotedy.ol.okedy.otedy.rom-
f84r.P.14;H;      qotol.shcthhy.oty.dar.shcthy.schdy.qokeedy.olkey=
f84r.P.15;H;      p!!!alchd.fchedy.sh!cthy.olky.dar.opalkaiin.o!qofchedy.or!aiiin.ofoly.oroly-
f84r.P.16;H;      s!or.ol.olaiin.oqol.y!qor.or.ckhedy.chkedy.okai!n.shedy.qokolchedy.olai!n-
f84r.P.17;H;      qokeedy.okeey.dar.olchedy.qsolkeedy.rar.checkhy.otar.chedy.olchcthy.lor-
f84r.P.18;H;      dchdy.qokedy.ol.chckhy.olchdy.sar.or.ykeedy.chetey.sai!n.shedy.shekam-
f84r.P.19;H;      ykchdar.or.ar!ar.shedy.qokal.daiin.shedy.olkedy.qokedy.qoky.chedy.daiin-
f84r.P.20;H;      qotar.ytedy.tedy.dar.olkedy.qotedy.shckhy.chtol.tedy.dar.or.oly-
f84r.P.21;H;      shol.tchdy.tedy.ykai!n.shey.cheol.y!tedy.al!kedy.okedar.o!lkeed.ol.ary-
f84r.P.22;H;      d!shey.teey.sor.ol.shedy.dar.aldy.otedaiin.shckhchy.chckh!y.daiin.ar!yly-
f84r.P.23;H;      qokal.daiin.dai!n.otey.cheor.air.shckhy.orair.oro=
f84r.P.24;H;      shey.dar.shey.dai!n.aiin.shedy.orol.ykar.okedy.qoky.chedy.okedar.chey.alol-
f84r.P.25;H;      qoteedy.qokol.otedy.shedy.qokeedy.dol.ol.dam-
f84r.P.26;H;      s!or.olchdy.lshedy.qokchy.dol.otedy.ytchor.olky-
f84r.P.27;H;      dshedy.sheedy.qokedy.chedy.teedy.qokeedy-
f84r.P.28;H;      qokeedy.dkedy.olcsedy.qokal.shckhy.olkeedy-
f84r.P.29;H;      dshe!dy.oteedy.qotar.chekar.or.shedy.saiin-
f84r.P.30;H;      okaiin.otchdy.qokai!n.csedy.qokeey.qotedy-
f84r.P.31;H;      qokai!n.otchedy.skeey.rcheky.dol.okechy-
f84r.P.32;H;      ykedy.qotedy.chcthy.ol!chcthy.dar.ar.osy-
f84r.P.33;H;      yt*yl.chedy.qokor.shekedy.okedy.ithhy.dam-
f84r.P.34;H;      doledy.qokedy.ar.aror.okedy.okedy=
f84r.Y.13;H;      otaly=
f84r.Y.13;U;      otaly=
f84v.N.1;H;       otdy.dar.chdy.dar.or!am-
f84v.N.2;H;       s!oiin.okeeey.s!ol.okal!y=
f84v.P.1;H;       kor.shedy.otedy.qotedy.otedar.cfhd!or!ol-
f84v.P.2;H;       oteey.qokeey.okey.chetai!n.cseeky.daiin.al-
f84v.P.3;H;       qokeey.oteedy.shedy.qokeed.or.okeedy.ry-
f84v.P.4;H;       ykeedy.qoeedy.olkeey.sheky.qokeey-
f84v.P.5;H;       p!!!oiin.ol.kedy.okedy.qoky.okeedy.qokey-
f84v.P.6;H;       qokedy.okedy.qokeedy.okeedy.shedy.qoky-
f84v.P.7;H;       cseol.qolchey.okeedy.saii!n.okeedy.chkeedy-
f84v.P.8;H;       qoteed.otedy.sheedy.qokeedy.qoeedy.okeedy.dam-
f84v.P.9;H;       csedy.qoeedy.ol.cheey.daiin.chckhedy.dai!n.dy.daiin-
f84v.P.10;H;      qokees.qokedy.otedy.shedy.qokedy.dol.olkeedy.dol.teedam-
f84v.P.11;H;      shedol.chedy.okedy.otol.chckhedy.qotedy.dokedy.dol.lkeey.qokydy-
f84v.P.12;H;      dshey.olkchy.dol.ol.otedy.okedy.okedy.qokedy.dol.dar.ol.chedy.sai!n-
f84v.P.13;H;      qokshedy.qokeed!y.daiin.checthy.okal.ol.kedy.chedy.dolkedy.okedam-
f84v.P.14;H;      s!oiiin.ol.chedy.qol.kedy.shey.qokedy.qokey.d!ol.y.ol.shedy.qokedy-
f84v.P.15;H;      qokeey.otol.chedy.daiin.dol.sheedy.chedy.okedy.rkchdy.kol.kaldy-
f84v.P.16;H;      dsheey.qokeedy.ykedy.qokor.shedy.qoky.dol.shckhy.qokain.ol.koldy-
f84v.P.17;H;      s!olkes.ol!okar.sheky.shkol.qokor.chdy.tal.shedy.okar.okedy.shedy.dy-
f84v.P.18;H;      tolshy.qoky.qokedy.shedy.qokeedy=
f84v.P.19;H;      p!!!chol.shedy.shtal.okedy.opchol!or.kchdy.ofched!y.s!aiin.cfheey.ols-!
f84v.P.20;H;      oshey.tedy.okai!n.shey.qokedy.kchdy.okedy.okey.dy.okedy.olshdy-!
f84v.P.21;H;      qokeey.oltaiin.okol.shedy.cthy.kor!ol.oror-!
f84v.P.22;H;      y!cheey.okeedy.olkai!n.ol!chey.saiin.oly-!
f84v.P.23;H;      qokaiin.okaiin.olol.okal.chedy.chedy-
f84v.P.24;H;      ol.qokar.shedy.qol.otedy.olchedy-
f84v.P.25;H;      y.or.shedy.qol!keedy.olchedy.olkal-
f84v.P.26;H;      dal.shedy.qokedy.shedy.dai!n.daiin-
f84v.P.27;H;      soi!n.shedy.qokeey.daiin.okedy.oldy-
f84v.P.28;H;      qokey.ol.keed.qokedy.qokey.qokeol!y-
f84v.P.29;H;      cheel.daiin.otal.chdy.otal.chckhor.aly-
f84v.P.30;H;      qokedy.shey.kal.okedy.yfchedy.tedy.lolor-!
f84v.P.31;H;      shedy.qokey.qokedy.chey.dar.okey.okeshy.olchy-!
f84v.P.32;H;      qokai!n.ol.chedy.olchey.s.al.or.chdy.dchey.okey.l!chy-!
f84v.P.33;H;      shor.ol.okai!n.shedy.ol.shedy.tol!okeedy.chedy.okedy.lol-!
f84v.P.34;H;      qokey.sol.kedy.okey.lkai!n.shey.shes.ol.shedy.qokeey.ror-!
f84v.P.35;H;      chckhy.qokaiin.shey.dai!n.qokeey.daiin.okaiin.qokal.dy!s-!
f84v.P.36;H;      qokchey.qokeedy.okedy.dolor.ol.chedy.oteol.olol-
f84v.P.37;H;      lshedy.qol.aiin.okey.olchey.lchey.olshedy.shckhy.soly-
f84v.P.38;H;      yteedar.olkeey.olchey.qokey.lkeol!dy.daiin.olkedy.ykaiin-
f84v.P.39;H;      sor.otes.dol.kedy.otol.chedy=
f84v.X.19;H;      okar-
f84v.X.20;H;      ydairol-
f84v.X.21;H;      ychckhy-
f84v.X.22;H;      dshedy=
f84v.Y.30;H;      okchdy-
f84v.Y.31;H;      solchey-
f84v.Y.32;H;      dais!oldy-
f84v.Y.33;H;      darchy-
f84v.Y.34;H;      ys!khy-
f84v.Y.35;H;      ochedy=
f85r1.P.1;H;      pdsheody.shdol.shey.otchdy.dshedy.soeeedy.dchefoey.sair.shedy.sodair.shey-
f85r1.P.2;H;      yoiin.cheey.qocthdy.otedy.dol.oraiin.okshd.okchedy.otedy.chckhdy.otam-
f85r1.P.3;H;      tarar.otedy.opcheey.ykdair.chy.qotedy.qokchdy.otedy.cheol.saiin.otedam-
f85r1.P.4;H;      odee!daiin.qokechy.daiin.chek!chy.olshedy.qokeedy.dol!tshdy.otar.otchdy.ols-
f85r1.P.5;H;      tchedy.kchedy.qodaiin.olkeedy.oraiin.olshedy.okchy.kedy.tedy.tdam-
f85r1.P.6;H;      rorai!n.shey.pchey.qokeey.chor.ol.shedy=
f85r1.P.7;H;      pchedy.oraiin.shefchdy.qopar.sheedy.qokedy.qotchedy.kchdar.ypchdy.ldo-
f85r1.P.8;H;      daiin.chckhdy.qotchdy.opchsd.qokchdy.otchy.qodal.daiin.dal.shdar.oram-
f85r1.P.9;H;      tsheed.lchey.qokeshy.dair.csedar.sheol.qoar.chofchdy.qotdcty.ofar-
f85r1.P.10;H;     dair.chokaiin.cheod.cheolkeedy=
f85r1.P.11;H;     pdar.ol.shdair.qopcheedy.dal.chdal.chor.shef!shoro.raiin.dalor.aiin.opakam-
f85r1.P.12;H;     tdai!n.okeody.lchdy.lkor.oeeseary.dar.shedaiin.oto.daiin.dxar.a!m-
f85r1.P.13;H;     rsheodor.qoctho.kar.okaiin.ykeeeody.qotal.ol.s.aiin.ol.daldy.shody-
f85r1.P.14;H;     daror.sheedy.keody.oteody.sar.aiin.cheedy.otaiin.dar.al.odaiiin-
f85r1.P.15;H;     qokeeo!dai!n.chey.okaiin.okal.al.dl.sheokey.cheokai!n.ol.keeo.dal.olky-
f85r1.P.16;H;     shoiin.qokar.okary.cheey=
f85r1.P.17;H;     polky.shey.olkedaiin.shor.cphedy.dair.shcphhy.ofchey.shtor.aiin.sham-
f85r1.P.18;H;     olkeey.otchey.qokedy.qodaiin.chcthihy.checphey.otshey.qokshey.schdy.dam-
f85r1.P.19;H;     okchy.okchdy.otchedy.dam.lam=
f85r1.P.20;H;     pcheoy.kshedy.qocphdy.qofol.shdaldy.dairar.cheeteey.otchedy.qokchdy.dy-
f85r1.P.21;H;     daiin.cheody.oraiin.ol.okaiin.cheocthey.olor.otedy.qotaiin.chor.chedy-
f85r1.P.22;H;     ydair.tar.chedy.oraiin.ychedy.okedy=
f85r1.P.23;H;     pchdaiin.shodaiin.shofshedy.yteody.ypar.ches.aiin.chol.dy.qopar.shetam-
f85r1.P.24;H;     tedair.ykeedy.dai!n.cheedy.qokor.chedy.okar.sheekchy.qokedy.olchedy-
f85r1.P.25;H;     schedaiir.oteody.chcthdy.qokaiin.ykchedy=
f85r1.P.26;H;     pchdair!or.shshdar.qopchedy.opchdy.qofchdy.dar.s.ai!n.chcphdy.dar!ordaiin-
f85r1.P.27;H;     ychedy.shetshdy.qotar.okedy.qokal.saiin.ol.karar.odeeed=
f85r1.P.28;H;     kchedar.yteol.okchdy.qekedy.otor.odor.or.chedy.otechdy.dal.cphedy-
f85r1.P.29;H;     oees.aiin.olkeeody.ors.cheey.qokchdy.qotol.okar.otar.otchy.dkam-
f85r1.P.29a;H;    dorchdy.osaiin.okedes.chcthy.okedy.chdy.chdy.otal.otchdy.otal!om=
f85r1.P.30;H;     podaiin.shdar.ypchdar.dar.ypchdy.qopol.dar.keshor.dchdal.cholairy-
f85r1.P.31;H;     ytor.chol.shdy!tody.qotchdy.otchol.chees.ar.eeodaiin.or.aral.alkam-
f85r1.P.32;H;     raraiiin.shey.osaiin.otar.ytar.otedy.or.aiin.otar.alar.olkeedy-
f85r1.P.33;H;     ysheedy.ksheey.qokor!or.chod.lkchedy.qotody.qokar.shty.otarar=
f85r1.T.34;H;     sar.chedar.olpchdy.otol.otchedy=
f85r2.C1.1;H;     odchdy.otedy.opoees.ar.chcthy.otchdy.otedy.otar.chepaiin.otadar.otodaiin.opoiin.otaiin.qopchchs.otchedy.olkaiin.odar.aloees.otchedy.qotedaiin.odar.o!cthody.shedaiin.olaiin.olfor.daiin.ol.lkech*.os.aiin.otchdy.dar.otees.ofaiin.chcphdar.
f85r2.C1.1;U;     ***!!!.ot***.opo!ar.ar.**cthy.otoldy.otody.otar.chepaiin.otodar.otodaiin.opaiin.otaiin.qopcha!r.otchedy.olkaiin.odar.aloees.otoeedy.qotedaiin.odar.o.cthody.shedaiin.o*aiin.olfar.daiin.ol.lkee**!*s.**!*.ot**l*.**r.*****.******.*******n.
f85r2.P.1;H;      okees.olaiin.qokal.chdy.s!ary-
f85r2.P.1;U;      ot******aiin.*.***.**dy.s.*sy-
f85r2.P.2;H;      qokshedy.qodain.chckh!y.ykeedy.chedy-
f85r2.P.2;U;      **d***dy.*odain.chcthey.okeedy.chedy-
f85r2.P.3;H;      ar.aiin.ckhedy.or.ain.olchey.qokal.shedy-
f85r2.P.3;U;      ******n.ckhedy.or.ain.olshey.qokal.shedy-
f85r2.P.4;H;      qokeody.qoekedy.do!dy.csedy.qodaiin-
f85r2.P.4;U;      **keody.**ckhdy.do.dy.chedy.qodaiin-
f85r2.P.5;H;      !los.ar.shedy.qokshey.qoseey.or.aiinog-
f85r2.P.5;U;      *lor.ar.shedy.qokshey.qoraly.or.aiinam-
f85r2.P.5a;H;     ol.lcheol.chol.ol.sheoly=
f85r2.P.5a;U;     ol.lch*al.eeol.al.sheoly=
f85r2.P.6;H;      sain.or.or.aiin.opchdy-
f85r2.P.6;U;      sain.or.or.aiin.opchdy-
f85r2.P.7;H;      qotor.sheedy.shodaiin.olfar.ar!y-
f85r2.P.7;U;      qotor.sheedy.shodaiin.olfar.ar.y-
f85r2.P.8;H;      dair.sheo.oraiin.chol.daiin-
f85r2.P.8;U;      dair.sheo.oraiin.chol.daiin-
f85r2.P.9;H;      ockhdor.olkor.shoral-
f85r2.P.9;U;      ockhdar.olkar.shoral-
f85r2.P.10;H;     sosees=
f85r2.P.10;U;     rosees=
f85r2.P.11;H;     pchedeey.olkey.qokedy.sheos.fcheey-
f85r2.P.11;U;     pchedeey.olkey.qokedy.sheos.fcheey-
f85r2.P.12;H;     otchedy.chotey.qocthey.oteey.ol.oloe!!!!or!ain-
f85r2.P.12;U;     otchedy.chotey.qocthey.oteey.ol.olo*or.ain-
f85r2.P.13;H;     daiin.qotaiin.tchedy.otedy.qotchdy.chckhey-
f85r2.P.13;U;     daiin.qotaiin.tchedy.otedy.qotchdy.chckhey-
f85r2.P.14;H;     qtchedy.qodar.qotedar.qokar.qotchd.qotom-
f85r2.P.14;U;     ytchedy.qodar.qotedar.qokar.qotchd.qotam-
f85r2.P.15;H;     soiis.aiin.shedaiin.chokcod=
f85r2.P.15;U;     saiir.aiin.shedaiin.chokchg=
f85r2.P.16;H;     otchs.shedor.chey.sorain-
f85r2.P.16;U;     otchs.shodar.shey.sarain-
f85r2.P.17;H;     or.shedy.tedy.sodaiiin.chy-
f85r2.P.17;U;     or.shedy.tedy.sodaii!n.chy-
f85r2.P.18;H;     ytedar.ch*!s.aiin.arody-
f85r2.P.18;U;     ytedar.chees.aiin.asody-
f85r2.P.19;H;     ypsh!!!!edy.dar.chedy.or.am-
f85r2.P.19;U;     yp*edy.dar.shedy.or.am-
f85r2.P.20;H;     oteey.qodain.odain.an.chey-
f85r2.P.20;U;     oteey.qodain.odain.ar.chey-
f85r2.P.21;H;     orar.oldar.ain=
f85r2.P.21;U;     orar.oldar.ain=
f85r2.C2.1;H;     okees.ochar.otedar.ochedy.otody.olchedy.otchdo.ar.or.air.ol.otees.a!r.ar.am=
f85r2.C2.1;U;     ykees.ochor.otedar.ochedy.otody.alchedy.oteedo.or.or.air.ol.otees.air.ar.am=
f86v4.C.1;H;      opor.os.sheody.pchedar.odsheo.qody.cheepch!dy.lpchedy.olkar.shdar.dchdor-qopcher.cher.os!eeedar.odaiin.pcheodar.chdair.or!arorch!y.shar.opchsey.otedy.chcphhy.chedy.sar.shed.odar.sheey.scheor.al.cheefar.shetchy.qoteol.otor.shar.qoteshy.doin.ofor.arar.dl-
f86v4.C.1;U;      opos.os.sheody.pch*dar.odsheo.qody.cheepchedy.*pchedy.olkar.shdar.dchdor-qopches.ches.or.eeedar.odaiin.pcheodar.chdair.or.arorchey.shar.opchshy.otedy.chcphey.chedy.sas.shed.odar.sheey.scheor.al.cheefar.shetchy.qoteol.otor.shar.qoteshy.da!r.ofar.aror.dl-
f86v4.C.2;H;      oeeey.o*daiin.otedaiin.otedy.oteey.chedaiin.octhedy.ch!y.shedaiin-chotaiin.oraiin.otodeeeo.or.yteeody.oteedar.aiin.shedaiin.chdar.shedy.qotedain.chedy.tchdy.chetdy.chedy.qotor.chedy.chckhy.daiin.otedy.s!chsdy.!tchy.sam-
f86v4.C.2;U;      *eeey.o.!***n.otedaiin.otedy.oteey.chedaiin.octhhdy.chey.shedaiin-chotaiin.oraiin.otad***!.or.yteeody.oteedar!aiin.shedaiin.chdar.shedy.qotedain.shedy.tchdy.chetdy.chedy.qotar.chedy.chckhy.daiin!otedy.s.chedy.oteey.sam-
f86v4.C.3;H;      kche!y.dair.alody.shes.qeeor.or.odarchdy.chdy.olcheos.orain-or.oteed.chedees.oteedy.qoty.otedy.shedy.otedy.dar.shd.shy!y.scody.chdchdy.d!odar.aiin.or.aiin.sar.orchedy.qotchdy.deedes.ar.sheody.opcho.fchsom-
f86v4.C.3;U;      tchedy.dain.arody.shes.qoeor.or.odare*dy.chdy.olcheos.osain-or.oteed.chedees!oteedy.qoty.otedy.shedy.otedy.dar.shd.shy.y.schdy.chda!dy.ddodar.aiin.or.aiin.sar.oschedy.qotchdy.dchdes.ar.sheody.opchy.fcheam-
f86v4.C.4;H;      pchedar.ar.oepor.oteer.o.cs.aiin.olkeor.dar.air.dery.doeedey-opchedy.shedaiin.dar.otedy.dain.otey.dam.otedy.daiin.chocthy.dtedair.chody.sheos.otedos.qokechy.pchdeedy.dan.ol.dol.oty.sho.pol.otoldyl=
f86v4.C.4;U;      pchedar.ar.ocpor.otees.o!es.aiin.olkeor.dar.air.dshy.doeedey-opchedy.shedaiin.dar.otedy.dain.otey.dam.otedy.daiin.chocthy.dtodair.chody.sheos.otedor.qokechy.pchda!dy.dan.ol.dol.oty.sho.pol.opoldyl=
f86v4.P.1;H;      pchsodar.oedy.qokeol.qoeol-oqokeol.dar.ol.ol!air.am-
f86v4.P.1;U;      pcheodar.oedy.qokeol.qoeol-oqokeol.dar.ol.ol.air.am-
f86v4.P.2;H;      ycseol.tar.ol.ol!sheey.qokey.or.aiin.sheeor.sar.al.ol.sheey.qockheey-
f86v4.P.2;U;      ycheol.tar.ol.ol.sheey.qokey.or.aiin.sheeor.sar.al.ol.sheey.qockheey-
f86v4.P.3;H;      tol.sh!s.or.aiin.ol.keeod.lcheody.okedy.qokeody.qoaiin.al!=
f86v4.P.3;U;      tol.shes.or.aiin.ol.keeod.lcheody.okedy.qokeody.qoai!n.ar!=
f86v4.P.4;H;      dai!n.ol.keedy.otar.olshedy.okol.aiin.okal.cheockhy.shockhhy.daiin=
f86v4.P.4;U;      daiin.ol.keedy.otar.olshedy.okol.aiin.okal.cheockhy.shockhey.daiin=
f86v4.T.5;H;      dar.olee!y.ol.yy=
f86v4.T.5;U;      dar.oleeey.ol.yy=
f86v6.P.1;H;      pchey.pchdar.opor.cphy.cher.aiin.ofy.chedy.otedalol.orairody.qotchdai!n.qopy!!!!!!!!-
f86v6.P.2;H;      ochody.chol.chey.qotchdy.kchdy.qopchd.chpchy.qopchy.qoky.chedy.qokol.lram-
f86v6.P.3;H;      qolchy.olkeedy.chdal.chedy.chor.ar.arody.qokchdy.chdal.okar.chdy.otaiin-
f86v6.P.4;H;      dshor.shdy.shor.ol.aiin.olkeedy.shdal.oteor.chdar.lkarchees.olkar.dalam-
f86v6.P.5;H;      tar.lol.chol.olkar.daiin.chear.or.otshey.qokar.opchey.taiky.qokar-
f86v6.P.6;H;      daiin.sheol.keear.or.chedy.orsheeen.qotai!n.odaiin.olkeshar.qokar.ar-
f86v6.P.7;H;      qokaiin.ylchedor.or.aiin.ol.or.olkal.or.shedy.qokal.sar.orchey.dy-
f86v6.P.8;H;      ykaiin.odaiin.chal.sair.ytar.chody.ldaly.chdal.ykchedy.lkchedy.dam-
f86v6.P.9;H;      dshor.ykaiin.dar.sheey.qokol.cheol.otar.ar.aiiin.qoteeos.aiin-
f86v6.P.10;H;     sarar.ykaiin.saldam.sheol.qckhy.dalor.olaiin.olkaiin.qodar.oxy-
f86v6.P.11;H;     qokaiin.olkeey.qokear.or.cheeaiin.yteedy.qoko.lchdol.or.chcphar.ar-
f86v6.P.12;H;     ykeealar.qokal.otar.ykairolky=
f86v6.P.13;H;     ctholcthy.qopaiin.ypchdy.cphol!kaiin.cholfchy.qopar.aroiin.opchedy.opoly-
f86v6.P.14;H;     ykchy.chol!kaiin.chey.ykeeedy.okal.or.checfhy.lkey.okar.dar.ol.ai!n-
f86v6.P.15;H;     shol.shotaiin.shckhor.olaiin.chdy.qokain.odaiiin.cheor.olkai!n.chey-
f86v6.P.16;H;     taiin.okaiin.qokaiin.yteey.otai!n.chey.okam.qokar.qokai!n.okaiin-
f86v6.P.17;H;     par.or.aiin.dar.aiiin.qckhear.shoifhy.qotedy.opchdy.olai!n.ar.alkar.am-
f86v6.P.18;H;     ytaiin.ytair.dalol.ytal.dar.aiiin.chol.olkchey.lkar.otal.qotar.dam-
f86v6.P.19;H;     pol.sh!opchey.pchecfhey.or.aiiin.qokaiin.cholkar=
f86v6.P.20;H;     pdaiin.otol.podaiin.ocphey.opchor.olkshed.qofod.opdaiin.adar.dairody-
f86v6.P.21;H;     oreeey.lkeeor.daiin.olteody.tar.oty!teeodai!n.yty.sheey.tar.ar.am.ody-
f86v6.P.22;H;     lshechy.tshy.qokeedy.kain.ytaiin.chees.tairoor.qotar.taikhy.dam!om-
f86v6.P.23;H;     qokar.olkedy.otor.chedy.qokar.opchedy.dar.okar.ar.dair.ain.ol.keo!dar-
f86v6.P.24;H;     chey.keody.choty.dal.ody.qokeedy.pchedy.ytshy.tody.dal.tchedy.qokar.oly-
f86v6.P.25;H;     yteedy.qokar.olkar.qodar.ykaiin.orokeeeey.ofchedy.qokaiin.araram-
f86v6.P.26;H;     saiin.shor.shekaiin.chedy.cholkeod.qokchy.orchcthy.olteedy.dar.otar.aim-
f86v6.P.27;H;     alshdr.lkar.dal.kshd.shdar.shedy.qody.sheey.qotedy.olkeey.qokchdy.ramshy-
f86v6.P.28;H;     qokaiin.qokar.okar.qotar.lor.qokchdy.dar.shey.dytshedy.qotol.dytshy.dy-
f86v6.P.29;H;     dchedy.chcthdy.shol.oky.ytaiin.ykai!n.chedy.dy.dal.shdaiin=
f86v6.P.30;H;     polkchy.tshed.qopchey.paroiin.chefchy.qopar.qopchedy.qopydaiin.qopary-
f86v6.P.31;H;     dair.chep!y.qokaiin.olkar.olkchdy.okaral.dar.olkchey.otytam.orom-
f86v6.P.32;H;     qokeey.qoeear.chsey.oky.qokar.orchey.qotar.olkchedy.qokaiin.am-
f86v6.P.33;H;     dar.olkaiin.ydy.lkchedy.okeeey!kchy.dl.ld.lol.sheey.qokshey.tai!n.g-
f86v6.P.34;H;     sor.aiin.ar.shey.qoteody.or.aiiin.oeey.ldaiiin.or.oro.ol.kaiiin-
f86v6.P.35;H;     sas.aiin.otariin.otar.cheody.qotaiin.qokaiin.ol.tey.qokaiin.otar.ol-
f86v6.P.35;U;     sas.aiin.!!!!!!!!otar.cheody.qotaiin.qokaiin.ol.tey.qokaiin.otar.ol-
f86v6.P.36;H;     dairal.daiin.qokar.chol!tal.cthdy.qokeey.lkaiin.olkaiin.araiin-
f86v6.P.37;H;     lsh!ar.okar.qoeedy.qotar.otal.olky.qokal.ol.kaiin.octhair.lo-
f86v6.P.38;H;     poiin.otal.kal.toror.olaiin.okeockhey.olkeey.qoedy.lkaiin.oltam-
f86v6.P.39;H;     yaiin.dar.otol.qokai!n.qoky.lkor.dal.oraiin.cheoty.qotaiin.olkam-
f86v6.P.40;H;     daiin.ar.qotal.kshdy.otar.shcthdy.qokol.chotal.kar.olkar.alky-
f86v6.P.41;H;     qokaiin.octhy.oltchey.qotal.lkalol.sheol.qotaiin.ytai!n.ytody-
f86v6.P.42;H;     otaiin.qokai!n.otal.otal.lt.al.lkar.chdy.qotol.qokai!n-
f86v6.P.43;H;     qokaiin.choty.ytaiin.chokai!n.chocthy.chy.taiin.okaiin.okan-
f86v6.P.44;H;     shor.qoky.chorolk.chokaiin.qool!kaiin.qoaiin.or.aiiin.ykedy-
f86v6.P.45;H;     paiin.otar.otol!kshy.qok!shey.ar.otalky.chear.aiodam=
f85v2.W1.1;U;     ***in.**r-
f85v2.W1.2;U;     ***dair-
f85v2.W1.3;U;     ***kam-
